Coindcx_name,Base_currency_short_name,Target_currency_short_name,Target_currency_name,Base_currency_name,Min_quantity,Max_quantity,Min_price,Max_price,Min_notional,Base_currency_precision,Target_currency_precision,Step,order_types,Symbol,Ecode,Max_leverage,Max_leverage_short,Pair,Status
DEGOBTC,BTC,DEGO,Dego Finance,Bitcoin,0.01,90000000.0,1.4722e-05,0.00036805,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DEGOBTC,B,2.0,0.0,B-DEGO_BTC,active
DEGOUSDT,USDT,DEGO,Dego Finance,Tether,0.01,90000.0,0.4374,10.935,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DEGOUSDT,B,1.0,0.0,B-DEGO_USDT,active
DENTETH,ETH,DENT,Dent,Ethereum,1.0,92141578.0,1.18e-07,2.95e-06,0.005,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DENTETH,B,1.0,0.0,B-DENT_ETH,active
DENTUSDT,USDT,DENT,Dent,Tether,1.0,90000000.0,0.000222,0.00555,10.0,6,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DENTUSDT,B,2.0,0.0,B-DENT_USDT,active
DGBUSDT,USDT,DGB,DigiByte,Tether,0.1,9000000.0,0.001904,0.0476,10.0,5,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DGBUSDT,B,1.0,0.0,B-DGB_USDT,active
DOCKBTC,BTC,DOCK,Dock,Bitcoin,1.0,90000000.0,1.5e-07,3.75e-06,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DOCKBTC,B,2.0,0.0,B-DOCK_BTC,active
DOCKUSDT,USDT,DOCK,Dock,Tether,1.0,9000000.0,0.004506,0.11265,10.0,5,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DOCKUSDT,B,1.0,0.0,B-DOCK_USDT,active
DODOBTC,BTC,DODO,DODO,Bitcoin,0.1,90000000.0,1.218e-06,3.045e-05,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DODOBTC,B,1.0,0.0,B-DODO_BTC,active
DODOUSDT,USDT,DODO,DODO,Tether,0.1,9222449.0,0.0367,0.9175,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DODOUSDT,B,1.0,0.0,B-DODO_USDT,active
BETAETH,ETH,BETA,Beta Finance,Ethereum,0.1,92141578.0,9.84e-06,0.000246,0.005,7,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",BETAETH,B,,,B-BETA_ETH,active
LOKAUSDT,USDT,LOKA,League of Kingdoms Arena,Tether,0.1,92141578.0,0.0001,1000.0,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",LOKAUSDT,B,,,B-LOKA_USDT,active
BNXBNB,BNB,BNX,BinaryX,Binance Coin,0.1,8384883677.0,0.0003532,0.00883,0.05,6,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",BNXBNB,B,,,B-BNX_BNB,active
POLSBNB,BNB,POLS,Polkastarter,Binance Coin,0.1,92141578.0,0.000275,0.006875,0.05,6,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",POLSBNB,B,,,B-POLS_BNB,active
DOGEUSDT,USDT,DOGE,Doge,Tether,1.0,9000000.0,0.016372,0.4093,5.0,5,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DOGEUSDT,B,15.0,0.0,B-DOGE_USDT,active
DUSKBTC,BTC,DUSK,Dusk Network,Bitcoin,1.0,90000000.0,1.172e-06,2.93e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DUSKBTC,B,1.0,0.0,B-DUSK_BTC,active
DUSKUSDT,USDT,DUSK,Dusk Network,Tether,1.0,9222449.0,0.0353,0.8825,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DUSKUSDT,B,2.0,0.0,B-DUSK_USDT,active
DYDXUSDT,USDT,DYDX,dYdX,Tether,0.01,9222449.0,0.4878,12.195,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DYDXUSDT,B,6.0,0.0,B-DYDX_USDT,active
EGLDBTC,BTC,EGLD,Elrond eGold,Bitcoin,0.01,10000000.0,0.0002682,0.006705,0.0001,6,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",EGLDBTC,B,3.0,0.0,B-EGLD_BTC,active
EGLDUSDT,USDT,EGLD,Elrond eGold,Tether,0.01,900000.0,8.06,201.5,10.0,2,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",EGLDUSDT,B,3.0,0.0,B-EGLD_USDT,active
ELFBTC,BTC,ELF,Aelf,Bitcoin,1.0,90000000.0,2.05e-06,5.125e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ELFBTC,B,2.0,0.0,B-ELF_BTC,active
ELFETH,ETH,ELF,Aelf,Ethereum,1.0,90000000.0,3.286e-05,0.0008215,0.005,7,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ELFETH,B,1.0,0.0,B-ELF_ETH,active
ENJETH,ETH,ENJ,Enjin Coin,Ethereum,0.1,90000000.0,4.418e-05,0.0011045,0.005,7,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ENJETH,B,1.0,0.0,B-ENJ_ETH,active
ENJUSDT,USDT,ENJ,Enjin Coin,Tether,0.1,900000.0,0.08286,2.0715,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ENJUSDT,B,1.0,0.0,B-ENJ_USDT,active
EOSETH,ETH,EOS,EOS,Ethereum,0.1,92141578.0,0.0001292,0.00323,0.005,6,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",EOSETH,B,1.0,0.0,B-EOS_ETH,active
ETCBTC,BTC,ETC,Ethereum Classic,Bitcoin,0.01,90000000.0,0.000141,0.003525,0.0001,6,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ETCBTC,B,8.0,0.0,B-ETC_BTC,active
ETCETH,ETH,ETC,Ethereum Classic,Ethereum,0.01,92141578.0,0.002266,0.05665,0.005,5,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ETCETH,B,1.0,0.0,B-ETC_ETH,active
ETHBTC,BTC,ETH,Ethereum,Bitcoin,0.0001,100000.0,0.0124736,0.31184,0.0001,6,4,0.0001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ETHBTC,B,15.0,0.0,B-ETH_BTC,active
ETHUSDT,USDT,ETH,Ethereum,Tether,0.0001,9000.0,374.762,9369.05,10.0,2,4,0.0001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ETHUSDT,B,12.0,0.0,B-ETH_USDT,active
FILBTC,BTC,FIL,Filecoin,Bitcoin,0.01,90000000.0,3.978e-05,0.0009945,0.0001,7,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FILBTC,B,3.0,0.0,B-FIL_BTC,active
FILUSDT,USDT,FIL,Filecoin,Tether,0.01,9222449.0,1.191,29.775,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FILUSDT,B,8.0,0.0,B-FIL_USDT,active
FIROBTC,BTC,FIRO,Firo,Bitcoin,0.1,90000000.0,1.468e-05,0.000367,0.0001,7,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FIROBTC,B,2.0,0.0,B-FIRO_BTC,active
FIROUSDT,USDT,FIRO,Firo,Tether,0.1,90000.0,0.4392,10.98,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FIROUSDT,B,1.0,0.0,B-FIRO_USDT,active
FLMBTC,BTC,FLM,Flamingo,Bitcoin,1.0,90000000.0,6.8e-07,1.7e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FLMBTC,B,2.0,0.0,B-FLM_BTC,active
FLMUSDT,USDT,FLM,Flamingo,Tether,1.0,900000.0,0.02018,0.5045,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FLMUSDT,B,2.0,0.0,B-FLM_USDT,active
FTMBTC,BTC,FTM,Fantom,Bitcoin,1.0,90000000.0,3.294e-06,8.235e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FTMBTC,B,8.0,0.0,B-FTM_BTC,active
FUNETH,ETH,FUN,FunFair,Ethereum,1.0,90000000.0,6.9e-07,1.725e-05,0.005,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FUNETH,B,1.0,0.0,B-FUN_ETH,active
FUNUSDT,USDT,FUN,FunFair,Tether,1.0,92141578.0,0.0012832,0.03208,10.0,6,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FUNUSDT,B,1.0,0.0,B-FUN_USDT,active
FXSBTC,BTC,FXS,Frax Share,Bitcoin,0.1,90000000.0,5.6988e-05,0.0014247,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FXSBTC,B,2.0,0.0,B-FXS_BTC,active
GALAUSDT,USDT,GALA,Gala,Tether,1.0,92141578.0,0.008104,0.2026,10.0,5,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GALAUSDT,B,6.0,0.0,B-GALA_USDT,active
GASBTC,BTC,GAS,NeoGas,Bitcoin,0.1,90000000.0,2.234e-05,0.0005585,0.0001,7,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GASBTC,B,1.0,0.0,B-GAS_BTC,active
GHSTUSDT,USDT,GHST,Aavegotchi,Tether,0.1,92141578.0,0.217,5.425,10.0,3,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GHSTUSDT,B,1.0,0.0,B-GHST_USDT,active
FTMUSDT,USDT,FTM,Fantom,Tether,1.0,9000000.0,0.09894,2.4735,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FTMUSDT,B,10.0,0.0,B-FTM_USDT,active
AVAXBTC,BTC,AVAX,Avalanche,Bitcoin,0.01,90000000.0,0.00012032,0.003008,0.0001,7,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",AVAXBTC,B,3.0,0.0,B-AVAX_BTC,active
BAKEINR,INR,BAKE,BakeryToken,Indian Rupee,0.0,10000000.0,4.333333333333333,39.0,100.0,3,1,0.1,['limit_order'],BAKEINR,I,,,I-BAKE_INR,active
NKNINR,INR,NKN,NKN,Indian Rupee,0.0,10000000.0,2.993333333333333,26.94,100.0,3,0,1.0,['limit_order'],NKNINR,I,,,I-NKN_INR,active
OCEANUSDT,USDT,OCEAN,Ocean Protocol,Tether,1.0,900000.0,0.07562,1.8905,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",OCEANUSDT,B,2.0,0.0,B-OCEAN_USDT,active
WAVESINR,INR,WAVES,Waves,Indian Rupee,0.0001,10000000.0,61.763333333333335,555.87,100.0,2,2,0.01,['limit_order'],WAVESINR,I,,,I-WAVES_INR,active
CYBERINR,INR,CYBER,CyberConnect,Indian Rupee,0.0,10000000.0,194.98333333333332,1754.85,100.0,2,2,0.01,['limit_order'],CYBERINR,I,,,I-CYBER_INR,active
SNXBNB,BNB,SNX,Synthetix Network Token,Binance Coin,0.1,9000000.0,0.001612,0.040299999999999996,0.05,5,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SNXBNB,B,,,B-SNX_BNB,active
DARBTC,BTC,DAR,Mines of Dalarnia,Bitcoin,1.0,92141578.0,1.168e-06,2.92e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DARBTC,B,,,B-DAR_BTC,active
WLDINR,INR,WLD,Worldcoin,Indian Rupee,0.0,10000000.0,61.666666666666664,555.0,100.0,2,1,0.1,['limit_order'],WLDINR,I,,,I-WLD_INR,active
UMAINR,INR,UMA,UMA,Indian Rupee,0.01,10000000.0,52.0,468.0,100.0,2,3,0.01,['limit_order'],UMAINR,I,,,I-UMA_INR,active
ATOMINR,INR,ATOM,Cosmos,Indian Rupee,0.01,10000000.0,268.18333333333334,2413.65,100.0,2,3,0.01,['limit_order'],ATOMINR,I,,,I-ATOM_INR,active
MANAINR,INR,MANA,Decentraland,Indian Rupee,0.01,10000000.0,12.183333333333334,109.65,100.0,2,2,0.01,['limit_order'],MANAINR,I,,,I-MANA_INR,active
CELRINR,INR,CELR,Celer,Indian Rupee,0.0,10000000.0,0.4483333333333333,4.035,100.0,4,0,1.0,['limit_order'],CELRINR,I,,,I-CELR_INR,active
OPINR,INR,OP,Optimism,Indian Rupee,0.0,10000000.0,48.00333333333333,432.03,100.0,2,2,0.01,['limit_order'],OPINR,I,,,I-OP_INR,active
ETCINR,INR,ETC,Ethereum Classic,Indian Rupee,0.001,10000000.0,590.0,5310.0,100.0,2,3,0.1,['limit_order'],ETCINR,I,,,I-ETC_INR,active
AVAXINR,INR,AVAX,Avalanche,Indian Rupee,0.001,10000000.0,425.81333333333333,3832.32,100.0,2,3,0.1,['limit_order'],AVAXINR,I,,,I-AVAX_INR,active
LTCINR,INR,LTC,Litecoin,Indian Rupee,0.0001,150.0,2141.79,19276.11,100.0,2,6,0.0001,['limit_order'],LTCINR,I,,,I-LTC_INR,active
ARKMINR,INR,ARKM,Arkham,Indian Rupee,0.0,10000000.0,12.904333333333334,116.139,100.0,3,0,1.0,['limit_order'],ARKMINR,I,,,I-ARKM_INR,active
IDEXBTC,BTC,IDEX,IDEX,Bitcoin,1.0,90000000.0,3.66e-07,9.15e-06,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",IDEXBTC,B,1.0,0.0,B-IDEX_BTC,active
USDTDAI,DAI,USDT,Tether,Dai,0.1,900000.0,0.2001,5.0025,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",USDTDAI,B,,,B-USDT_DAI,active
FLMINR,INR,FLM,Flamingo,Indian Rupee,0.0,10000000.0,2.683333333333333,24.15,100.0,2,0,0.01,"['market_order', 'limit_order']",FLMINR,I,,,I-FLM_INR,active
KSMINR,INR,KSM,Kusama,Indian Rupee,0.001,10000000.0,744.5533333333333,6700.98,100.0,2,3,0.1,['limit_order'],KSMINR,I,,,I-KSM_INR,active
MTLINR,INR,MTL,Metal DAO,Indian Rupee,0.0,10000000.0,53.553333333333335,481.98,100.0,2,1,0.1,['limit_order'],MTLINR,I,,,I-MTL_INR,active
LINAINR,INR,LINA,Linear Finance,Indian Rupee,0.0,10000000.0,0.29624333333333336,2.66619,100.0,5,2,0.01,['limit_order'],LINAINR,I,,,I-LINA_INR,active
BICOINR,INR,BICO,BICONOMY,Indian Rupee,0.0,10000000.0,7.946666666666666,71.52,100.0,2,2,0.01,['limit_order'],BICOINR,I,,,I-BICO_INR,active
CRVINR,INR,CRV,Curve,Indian Rupee,0.001,10000000.0,17.895333333333333,161.058,100.0,3,3,0.001,['limit_order'],CRVINR,I,,,I-CRV_INR,active
WOOUSDT,USDT,WOO,WOO Network,Tether,0.1,92141578.0,0.04498,1.1245,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",WOOUSDT,B,,,B-WOO_USDT,active
RADBTC,BTC,RAD,Radicle,Bitcoin,0.1,92141578.0,1.234e-05,0.0003085,0.0001,7,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",RADBTC,B,,,B-RAD_BTC,active
SOLBNB,BNB,SOL,Solana,Binance Coin,0.01,9000000.0,0.01494,0.3735,0.05,4,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SOLBNB,B,1.0,0.0,B-SOL_BNB,active
COMBOINR,INR,COMBO,COMBO,Indian Rupee,0.0,10000000.0,18.68,168.12,100.0,2,1,0.1,['limit_order'],COMBOINR,I,,,I-COMBO_INR,active
ALPHABTC,BTC,ALPHA,Alpha Venture DAO,Bitcoin,1.0,90000000.0,7.9e-07,1.975e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ALPHABTC,B,3.0,0.0,B-ALPHA_BTC,active
SYSBTC,BTC,SYS,Syscoin,Bitcoin,1.0,90000000.0,1.102e-06,2.755e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SYSBTC,B,2.0,0.0,B-SYS_BTC,active
FIDAUSDT,USDT,FIDA,Bonfida,Tether,0.1,92141578.0,0.08494,2.1235,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",FIDAUSDT,B,,,B-FIDA_USDT,active
AAVEINR,INR,AAVE,Aave,Indian Rupee,0.001,10000000.0,2824.5633333333335,25421.07,100.0,2,3,0.1,['limit_order'],AAVEINR,I,,,I-AAVE_INR,active
ORDIINR,INR,ORDI,Ordinals,Indian Rupee,0.0,10000000.0,500.6666666666667,4506.0,100.0,2,2,0.001,['limit_order'],ORDIINR,I,,,I-ORDI_INR,active
RVNINR,INR,RVN,Ravencoin,Indian Rupee,1.0,10000000.0,0.5251333333333333,4.7262,100.0,4,1,0.1,['limit_order'],RVNINR,I,,,I-RVN_INR,active
XCADINR,INR,XCAD,XCAD Network,Indian Rupee,0.0,10000000.0,24.11766666666667,217.059,100.0,3,4,0.0001,['limit_order'],XCADINR,I,,,I-XCAD_INR,active
UNIINR,INR,UNI,Uniswap,Indian Rupee,0.01,1000.0,157.36666666666667,1416.3,100.0,2,2,0.01,['limit_order'],UNIINR,I,,,I-UNI_INR,active
AKROINR,INR,AKRO,Akropolis,Indian Rupee,0.0,10000000.0,0.18293333333333334,1.6464,100.0,4,0,1.0,['limit_order'],AKROINR,I,,,I-AKRO_INR,active
BATINR,INR,BAT,Basic Attention Token,Indian Rupee,0.01,30000.0,6.443333333333333,57.99,100.0,2,2,0.01,['limit_order'],BATINR,I,,,I-BAT_INR,active
SHIBUSDT,USDT,SHIB,SHIBA INU,Tether,1.0,46116860414.0,2.168e-06,5.42e-05,5.0,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",SHIBUSDT,B,10.0,0.0,B-SHIB_USDT,active
BUSDINR,INR,BUSD,Binance USD,Indian Rupee,0.01,10000000.0,29.166666666666668,262.5,100.0,2,2,0.01,['limit_order'],BUSDINR,I,,,I-BUSD_INR,active
PAXGINR,INR,PAXG,PAX Gold,Indian Rupee,0.0,10000000.0,52700.0,474300.0,100.0,0,5,1e-05,['limit_order'],PAXGINR,I,,,I-PAXG_INR,active
OMGINR,INR,OMG,OMG Network,Indian Rupee,0.001,10000000.0,19.581666666666667,176.235,100.0,3,2,0.001,['limit_order'],OMGINR,I,,,I-OMG_INR,active
ACABTC,BTC,ACA,Acala,Bitcoin,0.01,92141578.0,6.84e-07,1.71e-05,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ACABTC,B,,,B-ACA_BTC,active
TLCINR,INR,TLC,Trillioner,Indian Rupee,0.0,10000000.0,1026.6333333333334,9239.7,100.0,2,3,0.001,['limit_order'],TLCINR,I,,,I-TLC_INR,active
STMXINR,INR,STMX,StormX,Indian Rupee,0.0,10000000.0,0.21675,1.95075,100.0,5,0,1.0,['limit_order'],STMXINR,I,,,I-STMX_INR,active
USDCINR,INR,USDC,USD Coin,Indian Rupee,0.01,50000.0,28.88,259.92,100.0,2,2,0.1,['limit_order'],USDCINR,I,,,I-USDC_INR,active
STEEMETH,ETH,STEEM,STEEM,Ethereum,1.0,9000000.0,2.294e-05,0.0005735,0.005,7,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",STEEMETH,B,1.0,0.0,B-STEEM_ETH,active
SUPERINR,INR,SUPER,SuperFarm,Indian Rupee,0.0,10000000.0,2.79,25.11,100.0,3,0,1.0,['limit_order'],SUPERINR,I,,,I-SUPER_INR,active
BNBINR,INR,BNB,Binance Coin,Indian Rupee,0.001,100.0,7333.33,65999.97,100.0,2,3,0.1,['limit_order'],BNBINR,I,,,I-BNB_INR,active
WAXPUSDT,USDT,WAXP,Wax,Tether,1.0,92141578.0,0.0145,0.3625,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",WAXPUSDT,B,1.0,0.0,B-WAXP_USDT,active
ALPACAINR,INR,ALPACA,Alpaca Finance,Indian Rupee,0.001,10000000.0,5.333333333333333,48.0,100.0,3,2,0.001,"['market_order', 'limit_order']",ALPACAINR,I,,,I-ALPACA_INR,active
PDEXINR,INR,PDEX,Polkadex,Indian Rupee,0.0,10000000.0,23.0,207.0,100.0,3,4,0.0001,['limit_order'],PDEXINR,I,,,I-PDEX_INR,active
AKROUSDT,USDT,AKRO,Akropolis,Tether,1.0,9000000.0,0.000894,0.02235,10.0,5,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",AKROUSDT,B,1.0,0.0,B-AKRO_USDT,active
ARDRBTC,BTC,ARDR,Ardor,Bitcoin,1.0,90000000.0,6.24e-07,1.56e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ARDRBTC,B,0.0,0.0,B-ARDR_BTC,active
ANKRBTC,BTC,ANKR,Ankr,Bitcoin,1.0,90000000.0,2.36e-07,5.9e-06,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ANKRBTC,B,10.0,0.0,B-ANKR_BTC,active
CITYUSDT,USDT,CITY,Manchester City Fan Token,Tether,0.01,9222449.0,1.126,28.15,10.0,2,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",CITYUSDT,B,1.0,0.0,B-CITY_USDT,active
FILINR,INR,FIL,Filecoin,Indian Rupee,0.001,10000000.0,132.53,1192.77,100.0,2,3,0.1,['limit_order'],FILINR,I,,,I-FIL_INR,active
EURTINR,INR,EURT,Tether EURt,Indian Rupee,0.0,10000000.0,31.883333333333333,286.95,100.0,3,4,0.0001,['limit_order'],EURTINR,I,,,I-EURT_INR,active
ADXBTC,BTC,ADX,AdEx,Bitcoin,1.0,90000000.0,1.248e-06,3.12e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ADXBTC,B,2.0,0.0,B-ADX_BTC,active
BATBTC,BTC,BAT,Basic Attention Token,Bitcoin,1.0,90000000.0,1.796e-06,4.49e-05,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",BATBTC,B,2.0,0.0,B-BAT_BTC,active
BCHBNB,BNB,BCH,Bitcoin Cash,Binance Coin,0.001,900000.0,0.0798,1.995,0.05,3,3,0.001,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",BCHBNB,B,,,B-BCH_BNB,active
ACHBTC,BTC,ACH,Alchemy Pay,Bitcoin,1.0,92141578.0,2.72e-07,6.8e-06,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ACHBTC,B,,,B-ACH_BTC,active
COTIUSDT,USDT,COTI,COTI,Tether,1.0,9000000.0,0.01548,0.387,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",COTIUSDT,B,3.0,0.0,B-COTI_USDT,active
APTINR,INR,APT,Aptos,Indian Rupee,0.0,10000000.0,215.939,1943.451,100.0,3,2,0.01,['limit_order'],APTINR,I,,,I-APT_INR,active
XAUTINR,INR,XAUT,Tether Gold,Indian Rupee,0.0,10000000.0,59033.333333333336,531300.0,100.0,1,6,1e-06,['limit_order'],XAUTINR,I,,,I-XAUT_INR,active
SEIINR,INR,SEI,Sei,Indian Rupee,0.0,10000000.0,3.5966666666666667,32.37,100.0,3,1,0.1,['limit_order'],SEIINR,I,,,I-SEI_INR,active
ATOMUSDT,USDT,ATOM,Cosmos,Tether,0.01,90000.0,2.2288,55.72,5.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ATOMUSDT,B,7.0,0.0,B-ATOM_USDT,active
BONDUSDT,USDT,BOND,BarnBridge,Tether,0.01,9222449.0,0.842,21.05,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",BONDUSDT,B,,,B-BOND_USDT,active
QKCINR,INR,QKC,QuarkChain,Indian Rupee,0.0,10000000.0,0.3000333333333333,2.7003,100.0,5,0,1.0,['limit_order'],QKCINR,I,,,I-QKC_INR,active
JOEBTC,BTC,JOE,JOE,Bitcoin,0.01,92141578.0,3.958e-06,9.895e-05,0.0001,8,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",JOEBTC,B,,,B-JOE_BTC,active
BRISEINR,INR,BRISE,Bitgert,Indian Rupee,1.0,100000000.0,5.231666666667e-06,4.7085e-05,100.0,9,0,1.0,"['market_order', 'limit_order']",BRISEINR,I,,,I-BRISE_INR,active
ONEINR,INR,ONE,Harmony,Indian Rupee,0.1,300000.0,0.42,3.78,100.0,2,1,1.0,"['market_order', 'limit_order']",ONEINR,I,,,I-ONE_INR,active
ENJINR,INR,ENJ,Enjin Coin,Indian Rupee,0.001,15000.0,8.71,78.39,100.0,2,3,0.1,['limit_order'],ENJINR,I,,,I-ENJ_INR,active
BADGERUSDT,USDT,BADGER,Badger DAO,Tether,0.01,90000.0,0.5588,13.97,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",BADGERUSDT,B,,,B-BADGER_USDT,active
DGBBTC,BTC,DGB,DigiByte,Bitcoin,1.0,90000000.0,6.4e-08,1.6e-06,0.0001,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",DGBBTC,B,2.0,0.0,B-DGB_BTC,active
COSBNB,BNB,COS,Contentos,Binance Coin,1.0,90000000.0,4.406e-06,0.00011015,0.05,8,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",COSBNB,B,,,B-COS_BNB,active
OMUSDT,USDT,OM,MANTRA DAO,Tether,1.0,9222449.0,0.00734,0.1835,10.0,4,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",OMUSDT,B,1.0,0.0,B-OM_USDT,active
NEXOUSDT,USDT,NEXO,Nexo,Tether,0.01,92141578.0,0.132,3.3,10.0,3,2,0.01,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",NEXOUSDT,B,,,B-NEXO_USDT,active
BAKEBTC,BTC,BAKE,BakeryToken,Bitcoin,0.1,92141578.0,1.372e-06,3.43e-05,0.0001,8,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",BAKEBTC,B,,,B-BAKE_BTC,active
GLMUSDT,USDT,GLM,Golem,Tether,0.1,92141578.0,0.04956,1.239,10.0,4,1,0.1,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",GLMUSDT,B,,,B-GLM_USDT,active
ARPABNB,BNB,ARPA,ARPA,Binance Coin,1.0,9000000.0,2.792e-05,0.000698,0.05,7,0,1.0,"['take_profit', 'stop_limit', 'market_order', 'limit_order']",ARPABNB,B,,,B-ARPA_BNB,active
PENDLEINR,INR,PENDLE,Pendle,Indian Rupee,0.0,10000000.0,33.34,300.06,100.0,3,1,1.0,['limit_order'],PENDLEINR,I,,,I-PENDLE_INR,active
REQINR,INR,REQ,Request,Indian Rupee,0.0,10000000.0,2.485333333333333,22.368,100.0,3,0,1.0,['limit_order'],REQINR,I,,,I-REQ_INR,active
ZILINR,INR,ZIL,Zilliqa,Indian Rupee,1.0,10000000.0,0.6233333333333333,5.61,100.0,2,0,1.0,['limit_order'],ZILINR,I,,,I-ZIL_INR,active
